2211,Jacky Oldred,2021-06-20T11:59:41Z,7,29
2212,Raine Mowett,2021-12-23T08:23:34Z,8,83
2213,Melonie Slocomb,2021-12-30T23:08:59Z,12,121
2214,Robers Swinden,2021-02-16T20:00:38Z,5,47
2215,Bone Serridge,2021-06-21T09:11:06Z,8,121
2216,Andee Tillot,2021-04-01T10:28:22Z,8,65
2217,Gay Philbin,2021-12-24T13:40:11Z,6,102
2218,Loralie Dundin,2021-10-19T20:10:46Z,8,68
2219,Tobi Lawton,2022-02-20T07:46:22Z,6,85
2220,Mandel Nayer,2021-12-18T22:55:26Z,2,121
2221,Toddy Gare,2021-12-05T18:00:50Z,5,25
2222,Jeremias Goudy,2021-10-01T08:16:32Z,7,36
2223,Lemar Aronsohn,2021-07-13T15:39:49Z,8,93
2224,Tanner Jopling,2021-10-16T05:41:59Z,10,53
2225,Bartolomeo Fetherstone,2021-02-07T09:03:49Z,5,65
2226,Elvina Bycraft,2021-09-29T20:34:33Z,7,74
2227,Letitia Bastin,2021-11-20T15:33:14Z,6,134
2228,Warner Astbury,2021-08-30T17:22:09Z,6,67
2229,Geri Pennings,2022-02-16T21:08:33Z,4,33
2230,Jerald Gilder,2022-01-15T02:33:31Z,4,74
2231,Wilt Di Francesco,2021-09-26T21:51:10Z,9,82
2232,Aldwin Hellmore,2021-09-27T11:12:00Z,10,49
2233,Corena Heritege,2021-05-08T01:43:42Z,4,31
2234,Malchy Pontain,2022-02-20T10:39:43Z,11,178
2235,Gasparo Ofen,2021-11-07T11:41:10Z,4,57
2236,Nikkie Whinray,2021-12-30T05:37:33Z,7,114
2237,Louisa Binion,2021-02-11T14:29:26Z,8,54
2238,Brook Tant,2021-09-27T12:50:01Z,10,113
2239,Cly Butt,2022-01-01T06:33:57Z,8,75
2240,Jena Iacomi,2021-05-04T19:49:00Z,9,37
2241,Pail Syne,2021-09-14T03:08:04Z,7,26
2242,Agneta Rae,2021-09-29T12:36:18Z,3,51
2243,Lanae Pedrozzi,2021-05-14T18:26:59Z,5,118
2244,Gipsy Cabrera,2021-12-17T11:47:44Z,12,138
2245,Philly Beecraft,2021-03-03T14:48:53Z,8,59
2246,Jimmie Jack,2021-02-04T07:50:18Z,4,64
2247,Lonee Hegden,2021-06-07T09:12:33Z,10,58
2248,Annecorinne Verny,2021-05-08T23:05:13Z,9,140
2249,Marybelle Henrichsen,2021-06-17T10:02:48Z,10,53
2250,Moe Kender,2022-02-03T08:06:34Z,7,35
2251,Trudie Arboin,2021-10-12T02:10:35Z,6,76
2252,Rebbecca Bazely,2021-11-14T21:00:10Z,9,115
2253,Bevin Battlestone,2021-11-13T08:29:11Z,7,53
2254,Marielle Nasi,2022-02-02T00:11:54Z,10,34
2255,Orelie Gauvin,2022-01-29T13:52:35Z,3,40
2256,Meggie Dulwitch,2022-01-25T18:58:12Z,4,65
2257,Elia D'Enrico,2021-08-29T23:24:48Z,11,38
2258,Sharron Stammirs,2022-02-01T15:49:52Z,2,38
2259,Washington Schleswig-Holstein,2022-01-30T11:38:20Z,5,91
2260,Artemus Featherby,2021-02-26T22:38:18Z,4,128
2261,Lou Hurd,2021-10-14T19:06:01Z,5,96
2262,Tanhya Ort,2021-06-15T06:17:11Z,7,104
2263,Florella Haquin,2022-02-11T06:39:40Z,7,61
2264,Saundra Franzini,2021-12-29T01:42:44Z,5,51
2265,Redford Rilton,2021-04-13T22:51:46Z,10,75
2266,Thia Morican,2021-03-10T19:27:10Z,,104
2267,Perceval MacLice,2021-03-16T20:21:07Z,5,15
2268,Sidoney Ciobutaru,2021-03-08T09:28:55Z,7,123
2269,Ted Dungay,2021-08-09T20:13:21Z,4,95
2270,Brandea Sinott,2021-12-11T01:47:11Z,12,72
2271,Judy Chifney,2021-10-22T18:48:13Z,10,61
2272,Matthus Szymanzyk,2021-04-26T04:21:25Z,7,3
2273,Wilma Duplain,2021-02-21T08:24:12Z,5,87
2274,Xylia Furlow,2021-10-12T17:24:25Z,8,60
2275,Carver Kirman,2022-01-28T17:32:21Z,4,121
2276,Fayette Prati,2021-07-29T08:29:27Z,7,78
2277,Christalle Constantine,2021-10-04T21:24:21Z,7,161
2278,Ashley Dickey,2021-10-24T01:04:52Z,10,67
2279,Angelika Stock,2022-02-12T23:11:53Z,6,163
2280,Caril Bewsey,2022-01-22T05:56:43Z,1,73
2281,Lief Bridgeman,2021-05-25T00:35:53Z,12,25
2282,Barth Bere,2021-09-22T21:50:08Z,9,90
2283,Ludvig Norwood,2021-02-26T18:47:53Z,3,
2284,Dev Ingleson,2021-07-01T15:47:16Z,7,90
2285,Vinnie Andri,2021-10-31T08:53:54Z,4,51
2286,Cirstoforo Martinetto,2021-10-15T09:19:20Z,,84
2287,Rosabelle Sterzaker,2021-03-12T14:32:57Z,5,124
2288,Rodrique Fearnehough,2021-12-01T13:30:50Z,4,57
2289,Germana Bote,2021-05-30T17:02:38Z,4,48
2290,Rolf Tythacott,2021-04-16T15:32:45Z,5,76
2291,Floria Peniello,2021-12-24T08:38:29Z,4,81
2292,Belinda Savaage,2021-06-04T09:39:59Z,4,48
2293,Zachariah Comberbach,2021-10-01T16:14:13Z,5,150
2294,Lowell Woollin,2021-05-17T18:22:06Z,8,95
2295,Creight Rutter,2021-06-29T23:57:57Z,7,76
2296,Beltran Natte,2021-11-01T05:12:01Z,,67
2297,Colman Casale,2021-10-12T17:55:32Z,10,64
2298,Marlo Tott,2021-05-18T00:45:21Z,8,29
2299,Karita Kettlestringes,2021-06-19T03:14:14Z,7,99
2300,Harold Vogt,2021-11-07T02:48:42Z,2,96
2301,Ty Hofer,2021-05-30T05:43:46Z,8,
2302,Lyman Hadye,2021-09-01T23:27:38Z,5,52
2303,Lotti Crowthe,2021-10-01T13:04:21Z,12,71
2304,Gretna Lording,2021-10-10T22:22:17Z,6,80
2305,Marlow Antecki,2021-04-23T23:45:42Z,6,95
2306,Joan Rillett,2021-10-10T01:33:31Z,9,78
2307,Ulrick Nucciotti,2021-07-24T01:28:40Z,8,169
2308,Lucretia Northcote,2021-04-01T21:22:47Z,9,8
2309,Arty Giacobo,2022-02-08T12:27:07Z,6,62
2310,Libbi Dowtry,2021-07-05T04:55:10Z,6,41
2311,Jacky Oldred,2021-06-20T11:59:41Z,7,29
2312,Raine Mowett,2021-12-23T08:23:34Z,8,83
2313,Melonie Slocomb,2021-12-30T23:08:59Z,12,121
2314,Robers Swinden,2021-02-16T20:00:38Z,5,47
2315,Bone Serridge,2021-06-21T09:11:06Z,8,121
2316,Andee Tillot,2021-04-01T10:28:22Z,8,65
2317,Gay Philbin,2021-12-24T13:40:11Z,6,102
2318,Loralie Dundin,2021-10-19T20:10:46Z,8,68
2319,Tobi Lawton,2022-02-20T07:46:22Z,6,85
2320,Mandel Nayer,2021-12-18T22:55:26Z,2,121
2321,Toddy Gare,2021-12-05T18:00:50Z,5,25
2322,Jeremias Goudy,2021-10-01T08:16:32Z,7,36
2323,Lemar Aronsohn,2021-07-13T15:39:49Z,8,93
2324,Tanner Jopling,2021-10-16T05:41:59Z,10,53
2325,Bartolomeo Fetherstone,2021-02-07T09:03:49Z,5,65
2326,Elvina Bycraft,2021-09-29T20:34:33Z,7,74
2327,Letitia Bastin,2021-11-20T15:33:14Z,6,134
2328,Warner Astbury,2021-08-30T17:22:09Z,6,67
2329,Geri Pennings,2022-02-16T21:08:33Z,4,33
2330,Jerald Gilder,2022-01-15T02:33:31Z,4,74
2331,Wilt Di Francesco,2021-09-26T21:51:10Z,9,82
2332,Aldwin Hellmore,2021-09-27T11:12:00Z,10,49
2333,Corena Heritege,2021-05-08T01:43:42Z,4,31
2334,Malchy Pontain,2022-02-20T10:39:43Z,11,178
2335,Gasparo Ofen,2021-11-07T11:41:10Z,4,57
2336,Nikkie Whinray,2021-12-30T05:37:33Z,7,114
2337,Louisa Binion,2021-02-11T14:29:26Z,8,54
2338,Brook Tant,2021-09-27T12:50:01Z,10,113
2339,Cly Butt,2022-01-01T06:33:57Z,8,75
2340,Jena Iacomi,2021-05-04T19:49:00Z,9,37
2341,Pail Syne,2021-09-14T03:08:04Z,7,26
2342,Agneta Rae,2021-09-29T12:36:18Z,3,51
2343,Lanae Pedrozzi,2021-05-14T18:26:59Z,5,118
2344,Gipsy Cabrera,2021-12-17T11:47:44Z,12,138
2345,Philly Beecraft,2021-03-03T14:48:53Z,8,59
2346,Jimmie Jack,2021-02-04T07:50:18Z,4,64
2347,Lonee Hegden,2021-06-07T09:12:33Z,10,58
2348,Annecorinne Verny,2021-05-08T23:05:13Z,9,140
2349,Marybelle Henrichsen,2021-06-17T10:02:48Z,10,53
2350,Moe Kender,2022-02-03T08:06:34Z,7,35
2351,Trudie Arboin,2021-10-12T02:10:35Z,6,76
2352,Rebbecca Bazely,2021-11-14T21:00:10Z,9,115
2353,Bevin Battlestone,2021-11-13T08:29:11Z,7,53
2354,Marielle Nasi,2022-02-02T00:11:54Z,10,34
2355,Orelie Gauvin,2022-01-29T13:52:35Z,3,40
2356,Meggie Dulwitch,2022-01-25T18:58:12Z,4,65
2357,Elia D'Enrico,2021-08-29T23:24:48Z,11,38
2358,Sharron Stammirs,2022-02-01T15:49:52Z,2,38
2359,Washington Schleswig-Holstein,2022-01-30T11:38:20Z,5,91
2360,Artemus Featherby,2021-02-26T22:38:18Z,4,128
2361,Lou Hurd,2021-10-14T19:06:01Z,5,96
2362,Tanhya Ort,2021-06-15T06:17:11Z,7,104
2363,Florella Haquin,2022-02-11T06:39:40Z,7,61
2364,Saundra Franzini,2021-12-29T01:42:44Z,5,51
2365,Redford Rilton,2021-04-13T22:51:46Z,10,75
2366,Thia Morican,2021-03-10T19:27:10Z,,104
2367,Perceval MacLice,2021-03-16T20:21:07Z,5,15
2368,Sidoney Ciobutaru,2021-03-08T09:28:55Z,7,123
2369,Ted Dungay,2021-08-09T20:13:21Z,4,95
2370,Brandea Sinott,2021-12-11T01:47:11Z,12,72
2371,Judy Chifney,2021-10-22T18:48:13Z,10,61
2372,Matthus Szymanzyk,2021-04-26T04:21:25Z,7,3
2373,Wilma Duplain,2021-02-21T08:24:12Z,5,87
2374,Xylia Furlow,2021-10-12T17:24:25Z,8,60
2375,Carver Kirman,2022-01-28T17:32:21Z,4,121
2376,Fayette Prati,2021-07-29T08:29:27Z,7,78
2377,Christalle Constantine,2021-10-04T21:24:21Z,7,161
2378,Ashley Dickey,2021-10-24T01:04:52Z,10,67
2379,Angelika Stock,2022-02-12T23:11:53Z,6,163
2380,Caril Bewsey,2022-01-22T05:56:43Z,1,73
2381,Lief Bridgeman,2021-05-25T00:35:53Z,12,25
2382,Barth Bere,2021-09-22T21:50:08Z,9,90
2383,Ludvig Norwood,2021-02-26T18:47:53Z,3,
2384,Dev Ingleson,2021-07-01T15:47:16Z,7,90
2385,Vinnie Andri,2021-10-31T08:53:54Z,4,51
2386,Cirstoforo Martinetto,2021-10-15T09:19:20Z,,84
2387,Rosabelle Sterzaker,2021-03-12T14:32:57Z,5,124
2388,Rodrique Fearnehough,2021-12-01T13:30:50Z,4,57
2389,Germana Bote,2021-05-30T17:02:38Z,4,48
2390,Rolf Tythacott,2021-04-16T15:32:45Z,5,76
2391,Floria Peniello,2021-12-24T08:38:29Z,4,81
2392,Belinda Savaage,2021-06-04T09:39:59Z,4,48
2393,Zachariah Comberbach,2021-10-01T16:14:13Z,5,150
2394,Lowell Woollin,2021-05-17T18:22:06Z,8,95
2395,Creight Rutter,2021-06-29T23:57:57Z,7,76
2396,Beltran Natte,2021-11-01T05:12:01Z,,67
2397,Colman Casale,2021-10-12T17:55:32Z,10,64
2398,Marlo Tott,2021-05-18T00:45:21Z,8,29
2399,Karita Kettlestringes,2021-06-19T03:14:14Z,7,99
2400,Harold Vogt,2021-11-07T02:48:42Z,2,96
2401,Ty Hofer,2021-05-30T05:43:46Z,8,
2402,Lyman Hadye,2021-09-01T23:27:38Z,5,52
2403,Lotti Crowthe,2021-10-01T13:04:21Z,12,71
2404,Gretna Lording,2021-10-10T22:22:17Z,6,80
2405,Marlow Antecki,2021-04-23T23:45:42Z,6,95
2406,Joan Rillett,2021-10-10T01:33:31Z,9,78
2407,Ulrick Nucciotti,2021-07-24T01:28:40Z,8,169
2408,Lucretia Northcote,2021-04-01T21:22:47Z,9,8
2409,Arty Giacobo,2022-02-08T12:27:07Z,6,62
2410,Libbi Dowtry,2021-07-05T04:55:10Z,6,41
2411,Jacky Oldred,2021-06-20T11:59:41Z,7,29
2412,Raine Mowett,2021-12-23T08:23:34Z,8,83
2413,Melonie Slocomb,2021-12-30T23:08:59Z,12,121
2414,Robers Swinden,2021-02-16T20:00:38Z,5,47
2415,Bone Serridge,2021-06-21T09:11:06Z,8,121
2416,Andee Tillot,2021-04-01T10:28:22Z,8,65
2417,Gay Philbin,2021-12-24T13:40:11Z,6,102
2418,Loralie Dundin,2021-10-19T20:10:46Z,8,68
2419,Tobi Lawton,2022-02-20T07:46:22Z,6,85
2420,Mandel Nayer,2021-12-18T22:55:26Z,2,121
2421,Toddy Gare,2021-12-05T18:00:50Z,5,25
2422,Jeremias Goudy,2021-10-01T08:16:32Z,7,36
2423,Lemar Aronsohn,2021-07-13T15:39:49Z,8,93
2424,Tanner Jopling,2021-10-16T05:41:59Z,10,53
2425,Bartolomeo Fetherstone,2021-02-07T09:03:49Z,5,65
2426,Elvina Bycraft,2021-09-29T20:34:33Z,7,74
2427,Letitia Bastin,2021-11-20T15:33:14Z,6,134
2428,Warner Astbury,2021-08-30T17:22:09Z,6,67
2429,Geri Pennings,2022-02-16T21:08:33Z,4,33
2430,Jerald Gilder,2022-01-15T02:33:31Z,4,74
2431,Wilt Di Francesco,2021-09-26T21:51:10Z,9,82
2432,Aldwin Hellmore,2021-09-27T11:12:00Z,10,49
2433,Corena Heritege,2021-05-08T01:43:42Z,4,31
2434,Malchy Pontain,2022-02-20T10:39:43Z,11,178
2435,Gasparo Ofen,2021-11-07T11:41:10Z,4,57
2436,Nikkie Whinray,2021-12-30T05:37:33Z,7,114
2437,Louisa Binion,2021-02-11T14:29:26Z,8,54
2438,Brook Tant,2021-09-27T12:50:01Z,10,113
2439,Cly Butt,2022-01-01T06:33:57Z,8,75
2440,Jena Iacomi,2021-05-04T19:49:00Z,9,37
2441,Pail Syne,2021-09-14T03:08:04Z,7,26
2442,Agneta Rae,2021-09-29T12:36:18Z,3,51
2443,Lanae Pedrozzi,2021-05-14T18:26:59Z,5,118
2444,Gipsy Cabrera,2021-12-17T11:47:44Z,12,138
2445,Philly Beecraft,2021-03-03T14:48:53Z,8,59
2446,Jimmie Jack,2021-02-04T07:50:18Z,4,64
2447,Lonee Hegden,2021-06-07T09:12:33Z,10,58
